text_id,text,эймериоз,абсцесс,диспепсия молодняка,остертагиоз,мастит,инфекционный ринотрахеит,отёк вымени,тенденит,сибирская язва,лишай,другое
171,"Добрый день. Телёнок родился и не стоит на копытах. Они у него спереди подвёрнуты вовнутрь. Стоит на суставах. Что делать, подскажите. Телёнку 7 дней.",0,0,0,0,0,0,0,1,0,0,1
172,"Быку 10 месяцев, аппетит слабый, угнетён, прозрачная слизь из носовой полости, температура 39,1 градусов, понос. Как лечить?",0,0,0,0,0,1,0,0,0,0,1
173,"добрый вечер! у телки на шее на затылке в нижней части ближе к лопаткам огрубевшая кожа как бы складки не расходятся,и шелушится отходят корочки,ветеринар сказал нужно мазать мазью ""ЯМ"",кто нибудь сталкивался с такой болячкой что это может быть и пользовались кто этой мазью?ветеринат телку не смотрел сразу сказал за эту мазь.",0,0,0,0,0,0,0,0,0,1,1
174,"Здравствуйте. Очень очень жду вашей помощи и совета. Купили телят. Начали поить зцм. Начался понос. Прокололи 4 дня тилозин200 и давали по 6 т /3 р в день метронидазол. Вроде стали чуть бодрее, кал стал лепешками. НО, счастье продолжилось недолго. Заменитель молока решили прибавить. Изначально давали по пол литра , потом по 750, потом по 1250.
И вот, на 4-5 день приёма лекарств и уколов, когда лечение мы ещё не собирались бросать, чтоб сытнее было добавили в смесь по кусочку хлеба. начался ещё худший понос. Телята пукают. Кал желтый. Жидковатый. И самое страшное-они подшатываются. Еле еле встают на передние ножки. Но кушают сами. Очень их жалко. Это даже не вопрос потери вложений. А жалко как детенышей, пусть даже и коровы, но они же малыши!
Вопрос: что делать? Чем кормить сейчас чтоб окрепли и что купить из лекарств? Пожалуйста помогите. Это его первый опыт. До этого у нас ни коров, ни телят не было. Заранее спасибо.",1,0,1,1,0,0,0,0,0,0,0
175,"Чем лечить корову, если она сильно хромает?
Корова очень хромает, в заднюю ногу удар был. Какой-то дурак ударил, чем можно лечить? Заранее спасибо вам, дорогие ветеринары!",0,1,0,0,0,0,0,0,0,0,1
176,"У телёнка жёлтый стул, серые рвотные массы и потом гибель, что за болезнь и как лечить?
Подскажите, пожалуйста, и помогите, если сможете! Не знаем, что уже делать! Прошли консультации и лечение уже у многих ветеринаров! У нас от коровы родилось два телёнка, один был послабее, второй покрепче. Оба ели, росли, через три недели, тот который послабее, стал отказываться от пищи, четыре дня назад (телятам был месяц) он слёг, перестал вставать, стул был жёлтый, густой массой, после кормления происходило выделение рвотной серой массы. Вчера телёнок погиб. Но самое страшное, что те же признаки появились и у второго телёнка. Третий день плохо ест, вчера вечером появились: жёлтый стул и серая рвотная масса. Телёнок перестал вставать!",1,0,1,1,0,0,0,0,0,0,1
177,"Прошу помочь в вопросе. Сегодня утром на щеке у бычка образовалась шишка, размером с куриное яйцо, на ощупь твердая. Аппетит вроде нормальный, корм не менял, воду всегда чистую даю без простоя. Сено тоже нормальное, не твердое, не промокало. Что делать? Как быть? Ввести ли йод в шишку, намазать ли ихтиоловой мазью? Но боюсь, что это что-то другое... Посоветуйте что-нибудь, пожалуйста?",0,1,0,0,0,0,0,0,0,0,0
178,"Отёк около пупка у коровы.
Через месяц после отеле у коровы началась какая-то непонятная опухоль в районе пупка  за 5 дней выросла и сравнялись с выменем советовалась с ветеринарами они не знают что это такое посоветовали гентамицин 5 дней по 20 мл проводила 3 вроде немного спала может кто с таким сталкивался, что посоветуете.",0,1,0,0,0,0,0,0,0,0,0
179,"Корова не может встать на ноги, но при этом есть и пьёт, жвачка есть, даю отруби(очень хорошо ест), молоко нормальное, до отела 2 месяца, что делать и какие причины могут быть?",0,0,0,0,0,0,0,1,0,0,1
180,"Доброго времени суток, уважаемые коллеги! Помогите советом! Были закуплены телята (3х месячные). Столкнулись с проблемой диареи, чем лечить? По словам владельцев - содержание было хорошим, материнское молоко получили. Просмотрел много препаратов. Наткнулся на пробиотик Споровит, отзывы впечатлили и по инструкции нареканий нет может кто применял?",1,0,1,1,0,0,0,0,0,0,0
181,Как производить профилактику расстройства пищеварения у телят с 5-10 дней жизни?,0,0,1,0,0,0,0,0,0,0,0
182,"Здравствуйте. Подскажите что может быть, корова 9 лет стеленая месяцев 7 где то, дня три как невеселая, мало ест, а сегодня заметил что выплевывает жвачку. Что может быть , какая причина? Дробленку ест , а сено неохотно.",0,0,0,0,0,0,0,0,1,0,1
183,"Пятна, похожие на язвочки на носу у телёнка как лечить?
Телёнку три месяца, на носу появились какие-то пятна, похожи на язвочки, что это может быть и как лечить? Телёнок на заменителе.",0,0,0,0,0,0,0,0,1,1,1
184,"Новообразование у нетеля.

Доброго времени суток. Прошу помочь разобраться с наростом на животе у нетеля, появилось 1,5 назад, растет, он не как не беспокоит.",0,1,0,0,0,0,0,0,0,0,0
185,"Первотелка отелилась,а из одного соска нет молока.Пробовали вставлять катетер,продвигается на 1 см и все .Дальше продвигать боимся.Теленок сосет ,но быстро бросает ,т.к.молока в ней нет",0,0,0,0,1,0,1,0,0,0,0
186,"Ножки выпрямили, теленок родился. Активно ест, веселенький, но на ноги встать не может, хотя попытки были. Пробовали ставить сами, но он как бы не соображает как надо стоять. Ставили ноги правильно, тогда суставы выгибаются в другую сторону. Как это исправить?",0,0,0,0,0,0,0,1,0,0,1
187,"У бычка (8 месяцев) моча пахнет лекарством (но ничего не давала), а вот на коже шеи струпья, шерсть не выпадает, чешется. Подскажите что это?",0,0,0,0,0,0,0,0,1,1,1
188,"Здравствуйте уважаемые форумчане, хочу купить корову, но столкнулась с такой проблемой, у коровы на вымени болячки, хозяин говорит, что они периодически появляются, а потом исчезают, может кто то сталкивался с такой бедой, что за болезнь и как ее лечить?",0,0,0,0,0,0,0,0,1,1,1
189,"Здравствуйте! Моя первотелка через неделю должна отелиться. Решила проверить ее на предмет молозива, у нее из сосков идет кровь или что-то наподобие. Должно ли это так быть или это по породе (герефорд-полукровка) ? Такое в моей двадцатилетней практике впервые. Заранее спасибо за ответ.",0,0,0,0,1,0,0,0,0,0,0
190,"Подскажите, пожалуйста, что делать?
 Сегодня брали кровь у коровы на анализ, для этого истыкали пол шеи в поисках вены. В этом месте появилась большая шишка, скорее всего внутренние кровоизлияние. Корова орет и к себе не подпускает.",0,1,0,0,0,0,0,0,0,0,1
191,"У коровы большой отёк на шее.
У коровы большой отёк на шее, ветврач сказал, что корова наколола и нарыв. Прописал мазь, но пока ничего не прошло. Может у кого было что-то похожее?",0,0,0,1,0,0,0,0,0,0,1
192,"Кто подскажет, что за ерунда. Стельная телка (вот-вот телится), молозива в вымени нет, есть коричневая жидкость какая-то. Что это может быть и как лечить? Заранее спасибо.",0,0,0,0,1,0,0,0,0,0,0
193,"Болеет корова после отела
Через 5 дней после отел заболела корова. Пропал аппетит и жвачка. Появилась опухоль под нижней челюстью (подбородок висит мешком). Голову запрокидывает набок.Также со стулом проблемы. При оттягивании холки реагирует. Данные признаки были и в прошлом году после отела. Вызывали ветеринара он отпоил водкой корову и все нормально. В этом году история такая же, вызвали ветеринара с диагнозом определиться не может. Говорит что инородное тело. 2 день ставят фосфат и кальций. Также напоил вет.врач корову водкой с растительным маслом. Что это может быть парез или все таки инородное тело?",0,0,0,0,0,1,0,0,0,0,1
194,"Упал на ноги упитанный бычок 11 месяцев, вечером всё было нормально, что делать, температура 38.8",0,0,0,0,0,0,0,1,0,0,1
195,"Что делать, если у коровы опухло вымя и нет молока?
Помогите пожалуйста! У меня у коровы 1.08 вечером опухла задняя левая доля, молоко было, утром 2-го тоже самое, но молока меньше, а вечером уже молока ни в одной доле, а в той что опухла кровь, ввела лекарство в долю, уколола «Ветбицин Б-5», на следующий день, уже и передняя левая опухла, молока всё так же нигде нет, корова не ела, не пила. Вечером 3-го, левые доли посинели, пила по пол ведра, 4-го стала кушать, оправляться, пить, но с выменем улучшений нет. Ветбицин колю 3 день подряд. Что это может быть? Может гадюка укусила и пройдёт ли всё это? А ещё та доля, что первая опухла и в которой кровь, снизу холодная… Помогите, не хочется терять коровку…",0,0,0,0,1,0,0,0,0,0,0
196,"Послеродовый отёк у коровы, как снять отёчность?
Здравствуйте! Корова отелилась вчера утром. Вымя сильно налилось, отёк, наверное, послеродовый. Вчера за весь день надоила 8,5 литра молока всего. Или это нормально? У коровы 3 отёл. В нормальном состоянии молока давала всегда в среднем 12 литров. Вчера доила 3 раза, сегодня, наверное, 4 буду. Вот сегодня утром дала почти 5 л. Меня интересует, как снимать отёчность? И надо ли? Вымя массирую, оно её не беспокоит, судя по всему. И сколько должна в среднем давать крова этого первого молока в день? Спасибо.",0,0,0,0,0,0,1,0,0,0,0
197,"Проплешины у бычков, что делать?
Подскажите пожалуйста, у двух 4-месячных бычков появились проплешины. Снять смогла у одного. У первого на ноге. У второго тоже на ляжке и на попе. Витамины проставлены. Могли ли так шерсть об ветки содрать? Или что вообще это. Шерсть как клочком выдрана и видна розовая кожа. Болячек нет. Чистые просто проплешины. Появилось у одного с недели две назад, у второго увидели сегодня. Подскажите, если появились проплешины у бычков, что делать?",0,0,0,0,0,0,0,0,0,1,1
198,"Здраствуйте у нас беда случилась сегодня дою молочко а у коровушки нашей молоко с кровью из заднего правого соска и вымя упругое а вот молочная железа не опухшая опухла походу артерия или вена в зади прошупывается что делоть, У нас с паводком до ветеренаров не дозвониться их двое и обоих затопило",0,0,0,0,1,0,1,0,0,0,0
199,"Здравствуйте! Корова у меня первый год, опыта ноль. Купили ее осенью, первотелку стельную вместе с ее первым теленком. Со слов хозяйки теленок родился в конце апреля. Корова гуляла с быком на поле свободно. Более данных по этому вопросу нет. Считая, что, корова должна отелиться в начале марта, запустила ее в декабре (последний раз подоила 31 числа, около 2 литров). В начале февраля у нее начался отек вымени, ветеринары велели убрать из рациона все корма, кроме сена, сократить воду. Только отек начал спадать, корова отелилась (10 февраля) и снова отекла. Отел прошёл без осложнений, послед отошел спустя два часа. Дою доильным аппаратом. Первое доение дала около 7 литров молозива, излишки выставила на терраску. Съездили к ветам, взяли мазь Пихтовитин, предлагали антибиотик, я растерялась не взяла (может зря?). Дою 5 раз, каждый раз после доения (с 2 часов дня вчера) мажу мазью, вроде бы отек пошел на убыль. Вчера заметила, что молозиво расслоилось на три! фракции: сверху - жир, снизу - пост, и между ними коричневая прослойка - это что? Кровь? 
 
 Сейчас корова на сене и воде (вода ограниченно по 5 литров после каждой дойки). Боюсь вводить что либо еще из-за отека. Теленок находиться с ней, подпускаю его пососать, потом додаиваю. Планировала так продержать неделю, потом отсадить. Купила соску, бутылки под эту соску нигде нет, налезать на банку, но брызжет со всех сторон, кроме той, с какой надо...
 Прослойка кровавая с каждым последующим доением становиться все меньше, судя по той батарее банок, что у меня в терраске стоят. При процеживании на марле остаются кровавые крошки и небольшие сгустки жира. Иногда в молоке пена шапкой.",0,0,0,0,1,0,1,0,0,0,0
200,"Что делать, если у коровы шишки на теле
У коровы шишки на теле. Что делать?",0,1,0,0,0,0,0,0,0,0,0
201,"Лечение поноса у коровы
Что давать корове от поноса?",1,0,1,1,0,0,0,0,0,0,0
202,"Телёнку 6 месяцев, наблюдается повышение температуры до 40 градусов, учащённое дыхание, нос тёплый и влажный.
 Что необходимо проколоть телёнку?",0,0,0,0,0,1,0,0,0,0,1
203,"Всем доброго дня! Прошу совета знающих людей. Ситуация такова: взяли с фермы месячных телят, слабенькие конечно, с поносом, но с этим боремся потихоньку. Один самый маленький теленок три дня назад начал слабеть. Стул стал жиже, но не вода, ЗЦМ пьет весьма охотно, сено жует, есть жвачка. Но все время лежит, вообще не активный, ел еле встает, иногда вообще не может стоять, сильно похудел, нос и ротовая полость очень холодные. Что это может быть?",1,0,1,1,0,0,0,0,0,0,0
204,"У коровы в одном соске появилось уплотнение, затем она перестала доиться. Пыталась подоить всю зиму, но вы ходила одна капля и то не всегда. Сейчас корова отелилась. И эта доля очень сильно оттекла и покраснела, покраснение перешло на другую долю и тоже стало жёсткое и горячее. Что делать? Как снять отек.",0,0,0,0,1,0,0,0,0,0,0
205,"Что делать, если телёнок встаёт всё хуже и хуже?
Друзья, подскажите пожалуйста, теленку 1.5 месяца, вялый, плохо встаёт, всё хуже и хуже, витамины прокололи, селен от беломышечной тоже.",0,0,0,0,0,0,0,1,0,0,1
206,"Телёнку 1 месяц, шотландской-высокогорный породы, очень вспотел и поносит. Что делать? Корова-мама умерла.",1,0,1,1,0,0,0,0,0,0,0
207,"Здравствуйте,помогите ! Бычок не может самостоятельно встать на ноги. уже 2дня.Попытки поднятся сохраняются,но не может.Поднимаем,ставим стоит уверено, ходит.Пьет активно,ест комбикорм с примексом,сено ,трава.Этому состоянию предшествовал понос длительный,ставили дизпаркол.",1,0,1,1,0,0,0,0,0,0,0
208,Мой теленок всегда рвущийся кушать наотрез отказался от еды. Сегодня во дворе на минут 15 оставил без присмотра. во время прогулок часто схватывал гравий с земли. два-это дал небольшой пучок свежей травы и сено пришлось менять на люцерновый до этого был другой сорт. Покачал животик с двух сторон выдал стул массу нормальный для телят месячного возраста.но были полоски черного цвета. кто что может подсказать буду благодарен.,0,0,0,0,0,1,0,0,0,0,1
209,"Появились пролысины на шее у коровы.
Подскажите, что это может быть. У коровы (отелилась 12 февраля) появились какие-то пролысины на шее с двух сторон.",0,0,0,0,0,0,0,0,0,1,1
210,"Понос у телёнка от чужого молока?
Вчера у нашей первотёлки родился телёнок, отел был сложный, ветврача вызвали, он сказал нужно вырывать телёнка (тёлка не сможет родить)и мы помогали, тёлка отошла, но молока не хватает, и мы даем телёнку молоко от других коров, но сегодня я заметил у него зелёный как резина растягивающий понос, может быть из за чужого молока быть так?",0,0,1,0,0,0,0,0,0,0,0
211,"Здравствуйте! Теленок не встает на ноги уже 3 дня, когда его поить поднимешь и стоит,молоко выпил и падает, а сегодня поднимали даже не стоит. Теленку месяц, поили ЗЦМ, кал на вид как каша,бело-желтого цвета,как-будто не переваривается, и похудел. Укололи тилозин по 2 мл - 2 дня, а потом сыворотку кололи для улучшения пищеварения (названия не помню и пузырек выкинули) что делать?",1,0,1,1,0,0,0,0,0,0,0
212,"Как лечить бородавки на вымени у коровы.
У коровы на соске большая бородавка. Сначала вырастает. Затем лопается, кровоточит, отпадает, потом снова растёт.",0,0,0,0,0,0,0,0,1,1,1
213,"Добрый вечер, визуально корова здорова, а ест плохо и воды почти не пьет, ест только сочные с аппетитом. Удой снизился за не сколько дней прилично. Помет нормальный, но и мало, т.к. мало ест.
 Ни выделений ни чего. Подскажите кто чем может.",0,0,0,0,0,0,0,0,1,0,1
214,"У тёлки в кале кровь со слизью уже недели две, что делать?
У тёлки в кале кровь со слизью уже недели две. ещё кашляет и шею вытягивает. Как-то похудела. Посоветовали «Метронидозол» проколоть. Проколола. Вроде бы аппетит лучше. Так изменений никаких. Что делать, скажите пожалуйста. У меня тёлке 1,5 года.",1,0,1,1,0,0,0,0,0,0,0
215,"По срокам отёла переходила уже 8 дней.Сильный отёк вымени, со всех четырёх долей выдавливается капли крови.В рационе сено,свекла,дроблёное зерно .Со вчерашнего дня в рацеоне только сено и вода наполовину нормы.Что ещё предпренять и как избежать такой отёчности потому что через месяц отёл ещё 2х нетелей ?",0,0,0,0,0,0,1,0,0,0,0
216,"Здравствуйте товарищи фуромчане.Снова прошу помощи,два дня тому назад заметили у коровки внизу живота на протоках непонятную опухоль.Ветеринар ничего внятного не сказал(потрогал,пощупал,сказал нужно понаблюдать).Мы волнуемся и переживаем.Если на неё надавить посильнее,то коровка брычит даже передней ногой.Температуры нет,поведение обычное,не грустная.Что-то типа этого было при раздойке когда она отелилась,но после доек все исчезало.Коровка после третьего отела,отел был 20 апреля,доим три раза.Кто встречался с такой болячкой прошу помочь.На последней фотке правая сторона.А шишка с левой стороны.",0,1,0,0,0,0,0,0,0,0,0
217,"Что делать, если опухло у коровы вымя?",0,0,0,0,0,0,1,0,0,0,0
218,"Чем лечить телёнка, если у него кашель, выделения из носа, и не встаёт?
Месячный телёнок заболел. Стал кашлять, из носа появились выделения, а сейчас совсем не встаёт. У нас нет нигде ветврача. Можно ли ему помочь?",0,0,0,0,0,1,0,0,0,0,1
219,"Чем лечить гнойные язвы на ноге у телёнка?
У телёнка опух сустав около копыта, через неделю появились гнойные язвы, на ногу не встаёт, что делать?",0,0,0,0,0,0,0,0,1,1,1
220,"Горчит молоко у коровы. 
Помогите советом. Корове телиться в мае, осеменение искусственное. С января месяца стало горчить молоко, сначала появился привкус посторонний не навозный, а сейчас уже горчит сильно, пока парное ещё можно попить, а постоит и появляется горчить и чем дольше стоит, тем больше горечи. Что это может быть, врач ничего не может подсказать, хотя врач с опытом, и мы ему доверяем.",0,0,0,0,1,0,0,0,0,0,0
221,"Моему телку 6 месяцев, очень жидкий стул примерно около месяца. Давала «Лоперамид» и «Левомецитин» ничего не помогает! Подскажите, что это может быть и чем лечить? Стул у телёнка — одна вода зеленая.",1,0,1,1,0,0,0,0,0,0,0
222,"У коровы в соске мелкие шарики и вместе с молоком появилась кровь
 У коровы, 2 месяца после отёла, перевела на двукратное доение, в заднем соске под конец доения начали кататься мелкие шарики и вместе с молоком появилась кровь, остальные доли нормальные, вымя после доения мягкое, уплотнений и шишек нет, как тряпочка, что это может быть?",0,0,0,0,1,0,0,0,0,0,0
223,"Подскажите, кто знает, чем лечить у коровы в вымени уплотнение величиной с кулак? Уже 3 месяца не могу вылечить, вводила антибиотики, мажу согревающими мазями - улучшений нет. Молока в этой дойке пол-литра, жалко, если не вылечу, хорошая корова.",0,1,0,0,0,0,0,0,0,0,0
224,"Тёлка месячная отказывается есть и поносит, что делать?",1,0,1,1,0,0,0,0,0,0,0
225,"Ветеринар не понимает, что за болезнь – у тёлки под челюстью шишка с куриное яйцо.
У тёлки под нижней челюстью шишка с куриное яйцо, прошлый год у другой так же было, зимой прорвало, сейчас подсохло, но всё равно есть, ветеринар не знает, что это. Анализы в норме, прививки все — что делать?",0,1,0,0,0,0,0,0,0,0,0
226,"Всем привет , у коровы 4 дня назад обнаружил огромную шишку под животом , стал искать вета но увы он уволился, и нового вета нет , так вот заметил под животом где эта шишка надрезы , 2 надреза один прям где шишка а другой чуть выше на см 15 где то , ребят подскажите что делать , эта шишка дальше пошла сегодня утром , подумал что гной у нее собрался и в эту шишку кольнул иглой что бы понять что там в шишке , и вышла алая кров такая же как слюна , что это может быть как лечить , что делать то ??? вот фотки снял чтоб понятней было",0,1,0,0,0,0,0,0,0,0,0
227,"Помогите пожалуйста! У меня теленок двух недельный, пару дней поносил, ничего не ел, а вот сегодня упал на ноги. Что делать? За рание спасибо!",1,0,1,1,0,0,0,0,0,0,0
228,"В конце лета у телки появилась шишка на животе,была меньше,стала вот такая.Пока больше не растет.Ближе к пупку еще одна,но маленькая.На ощупь твердая.Телке 1.5 года стельная(после второго раза в охоту больше не приходила).Ей самой эти шишки беспокойства не доставляют,мы больше беспокоимся.Перед выпасом всех коров и телок постоянно обрабатывали Оксарепом.Хватает не на долго,но лучше чем ничего.Наш ветеринар толком сказать не может что это такое.Помогите пожалуйста определить что это за шишки и как от них избавиться.",0,1,0,0,0,0,0,0,0,0,0
229,Здравствуйте! Такая проблема: новорожденный теленок (3-4 дня) с самого отела не может выпрямить и встать на передние ноги. Подскажите пожалуйста из-за чего такое может быть? Можно ли это как-нибудь исправить?,0,0,0,0,0,0,0,1,0,0,1
230,"Что делать, если корова плохо ест и в два раза убавила молоко.
Дней десять назад купила коровку, 5 отёлов, всё было в порядке. Кушала с аппетитом, а теперь второй день ест плохо, молоко убавила в 2 раза. Нос влажный, прохладный.",0,0,0,0,0,0,0,0,1,0,1
231,"У быка сильно отекла шея и отёк идёт на грудь, справный бык, но аппетит слабый. Что делать?",0,0,0,0,0,0,0,0,1,0,1
232,"Перед самым отелом, корова сорвала кожу на передней левой дойке, примерно 1/3 всей дойки. После отела, в травмированной дойке и в задней левой, постепенно стало уменьшаться количество молока, сейчас практически отсутствует. Рана зажила полностью, опухоли уже нет. Если кто сталкивался с подобным, помогите советом.",0,0,0,0,1,0,1,0,0,0,0
233,У коровы плотное вымя после аборта стало недавно. Чем ей помочь? И молока стало 7 литров.,0,0,0,0,0,0,1,0,0,0,0
234,"Теленок поносит, чем лечить? Что делать, если теленок поносит?",1,0,1,1,0,0,0,0,0,0,0
235,"У теленка отнялась одна нога, чем лечить?
Здравствуйте.
У бычка 2,5 месяца, вес примерно 70 кг, отнялась одна задняя нога. Копытце подогнуто, на него не встает, при ходьбе нога тащится, когда трогаешь — никакой реакции нет, т. е. теленку не больно. Встает сам. Кушает хорошо, я бы даже сказал — очень хорошо. Настроение — невеселый, как другие.
По признакам из интернета вроде как это паралич задних конечностей.
Подскажите, пожалуйста, чем или как лечить, какие дозы и куда колоть?",0,0,0,0,0,0,0,1,0,0,1
236,"У меня первотелка крс отелился 20 октябра 2018 года. 2019 10февраля самостоятельно не может встать на задний ноги я поднимаю с хвоста она поднымается стоит часа 2 потом опять лежить так уже 50 дней почти. колили в 2 раза (1 витам с 4 по 100 мг калцийборглюканат) и 1 раз глюкозу 400мг. 
 Аппитит иногда очень хорошая иногда нет. Сено мало есть. Драбленку в день 5-7кг есть.",0,0,0,0,0,0,0,1,0,0,1
237,"У коровы сегодня срок, но с утра не встаёт на ноги. Пытается, но не чего не выходит. Пьёт, ест, но ползает на «коленях». Не знаю, что делать, телиться вроде, ведёт себя спокойно, плод тоже вроде шевелится. Подскажите, что делать. Заранее спасибо.",0,0,0,0,0,0,0,1,0,0,1
238,Бычку 3 месяца. Примерно месяц назад упал на задние ноги и не встает. С аппетитом у него все в порядке. Кормим кукурузой и сеном. Что делать не знаем уже.,0,0,0,0,0,0,0,1,0,0,1
239,"Ребята ,прямо крик души! Как вы выращиваете черно пестрых телят. Четветый раз берем- дохнут. Привозят плюшевых, красивых, блестящих проходит пару дней- и начинается. Понос, не жрут. Потом не встают и дохнут. И ветврачи не помогают. Начинае поить все как надо. По чучь чуть потом по 0.5 л. прибавляем. Сейчас из 4 остались 2 поноса нет. Аппетит хороший, но по утрам не встают сами приходится поднимать.что это может быть? И чем помочь?",1,0,1,1,0,0,0,0,0,0,0
240,"Что делать, если телёнок кашляет после каждой пойки?
Телёнок кашляет после каждой пойки, что такое, что давать?",0,0,0,0,0,1,0,0,0,0,1
241,"Здравствуйте. Проблема с задними ногами быка. Задние ноги стали как ""лапы у человека"". Ноги видимо побаливают, стоит на них очень аккуратно. Прокалывали витаминами, не помогает. Похудел, аппетит плохой. Подскажите как лечить?",0,0,0,0,0,0,0,1,0,0,1
242,"Тороплюсь волнуюсь, попробую объяснить...
В 21 .00 отелилась корова, сама, без помощи.
Все вроде хорошо, подоила почти сразу т.к вымя большое, а сосочки как пуговки, промучилась где-то с полчаса...
Вышла посмотреть, не упало ли место, а там перед выменем как будто второе вымя!!!! Что это??? Оно мягкое полукруглое. Посоветуйте, что это? Что делать?
​Да еще в одном сосочке с кровью.",0,0,0,0,1,0,1,0,0,0,0
243,"У телёнка кал со слизью.
Подскажите, пожалуйста, у телёнка кал со слизью. Теленку неделя и два дня, вроде бы все нормально, но меня волнует как он какает, т.е. цвет кала какой-то бледный, не оранжевый, а жёлтый и там присутствует слизь.
Вызвала ветеринарного врача. Она сказала, что так и должно быть, но я не уверена. А сегодня после кормления он сосёт корову, у него левый бок больше, чем правый. Может быть, я зря волнуюсь? Ответьте мне пожалуйста.",0,0,1,0,0,0,0,0,0,0,1
244,"Подскажите, у меня бычок поносит, даю чай — не помогает!",1,0,1,1,0,0,0,0,0,0,0
245,подскажите чем проглистовать корову. молоко горчит.,0,0,0,0,1,0,0,0,0,0,0
246,"Срок отела, предположительно через две недели, побаиваемся что это отёк вымени .",0,0,0,0,0,0,1,0,0,0,0
247,"Что делать, если корова поносит?
Здравствуйте, подскажите, корова поносит, что делать?",1,0,0,0,0,0,0,0,0,0,1
248,"У нас отелилась корова, мы проглядели. А теперь телёнок не встаёт на передние копытца в том месте, где путают. В чём может быть причина? Как помочь?",0,0,0,0,0,0,0,1,0,0,1
249,"Что делать, если корова пришла из стада с опухшим выменем?
Всем доброе утро! Подскажите, пожалуйста! Корова пришла из стада с опухшей половиной вымени, с одной доли идёт кровь с молоком, в основном преобладает кровь… Пастухи уверяют, что ни они, ни другие коровы не удобряли. Ни массаж, ни натереть не даёт, всё болезненно, молоко сбавила с этой половины вымени… Ввела в сосок гентамицин с новокаином. Ветврач уверяет, что это ушиб, но чем помочь, почему-то молчит. Чем можно помочь корове и от чего это может быть?",0,0,0,0,1,0,1,0,0,0,0
250,"При внутримышечном уколе бычку сломалась игла и осталось там.
Может, у кого было, при внутримышечном уколе бычку сломалась игла и осталось там, что будет и что делать? Сразу скажу, рентгена и УЗИ нет у нас в районе.",0,1,0,0,0,0,0,0,0,0,0
251,"Вчера отелилась корова, раньше срока на 15 дней.Прошло уже 24 часа с момента отела. Телилась легко. Дали теленку молозиво с соски, но он отказался пить. Потом попробовали дать с ведра, засунув палец в рот, тоже отказался. Удалось напоить только с груши(типа клизмы), выпоили 2 литра, примерно через 45 минут.
Следующий раз поили также с груши, через 5 часов после первого поения, около 1.5 литров. Больше пить отказывался. Сегодня в 6 утра отказался пить даже с груши. Кое как выпоили 1 литр. В 12 часов получилось выпоить с ведра через палец 2 литра.
По наблюденим теленок не очень активный, больше лежит чем ходит. После каждой кормежки, практически сразу ложится. Иногда бьет задней ногой под живот. Стул желтого цвета, не понос, без запаха. Из носа были какие то густые выделения желтого цвета, похожи на сопли. После того как вытер, больше не было.Походка не очень уверенная, не скачет по загону, как другие телята. Состояние больше угнетенное. Подскажите что делать, как быть? Не может это быть беломышечная болезнь? Очень нуждаюсь в вашей помощи.",1,0,1,1,0,0,0,0,0,0,0
252,"Добрый день уважаемые форумчане,с рождеством вас Помогите пожалуйста советом.Уменя Корова первый раз пошла в запуск,но перед тем у неё появились как песчинки под кожей в сосках белого цвета,но ветврач сказал что пройдет,н о они только увеличились и их стало больше,к ак теперь это вылечить Корова уже не доится.Как теперь быть?",0,1,0,0,0,0,0,0,0,0,1
253,"Добрый день! Подскажите тёлки 8 месяцев,появилась кровь в кале какба кал облит кровью,а сегодня ещё и сгустки заметил и крови както больше вроде,кушает пьёт все как обычно,жвачка есть.из изменений только вода прохладная и пару раз выходила на траву что может быть?ветеринар говорит что это не страшно",1,0,0,0,0,0,0,0,0,0,1
254,"Здравствуйте!Помогите пожалуйста, теленку больше месяца все было нормально давали утром и вечером по 3 литра молока.Дня три назад начали добавлять кашу геркулеса .Сегодня теленок не может встать на ноги.Что можно сделать?",0,0,0,0,0,0,0,1,0,0,1
255,"Купили 1 месячных телят, поносят и пью мочу друд друга! Что за диагноз? как лечить ? что проколоть?",1,0,1,1,0,0,0,0,0,0,0
256,У коровы опухоль мягкая под нижней челюстью. Что это такое?,0,1,0,0,0,0,0,0,0,0,0
